CUSTOMER_ID,CHURN_Ground_truth_Label,CHURN_PREDS,CHURN_PROBABILITY,CLIENT_TO_CONTACT,DISCOUNT
C112283,STAY,STAY,0.7646248,NO,0%
C102542,LEAVE,LEAVE,0.1627081,YES,5%
C111945,STAY,STAY,0.5134785,NO,0%
C111619,STAY,STAY,0.85414964,NO,0%
C113329,STAY,STAY,0.9501108,NO,0%
C101201,LEAVE,LEAVE,0.32492766,YES,10%
C111218,LEAVE,LEAVE,0.29529226,YES,10%
C103745,STAY,STAY,0.8949965,NO,0%
C111121,LEAVE,LEAVE,0.28585833,YES,10%
C114168,STAY,LEAVE,0.29672962,YES,10%
C110267,STAY,LEAVE,0.34942517,YES,10%
C106106,LEAVE,LEAVE,0.43915114,YES,10%
C115246,STAY,STAY,0.94805515,NO,0%
C114670,STAY,STAY,0.93131983,NO,0%
C107467,STAY,STAY,0.9115657,NO,0%
C103318,LEAVE,LEAVE,0.38833013,YES,10%
C108382,LEAVE,LEAVE,0.46669888,YES,10%
C101339,STAY,STAY,0.99652195,NO,0%
C115867,LEAVE,LEAVE,0.09872787,YES,5%
C112271,LEAVE,LEAVE,0.3341391,YES,10%
C114942,LEAVE,LEAVE,0.47217372,YES,10%
C104228,STAY,STAY,0.6991748,NO,0%
C102907,STAY,STAY,0.90656936,NO,0%
C103490,LEAVE,LEAVE,0.09305954,YES,5%
C101114,LEAVE,LEAVE,0.04225554,YES,5%
C105533,STAY,STAY,0.6548263,NO,0%
C104382,STAY,STAY,0.96779823,NO,0%
C105227,LEAVE,LEAVE,0.17878696,YES,5%
C104579,STAY,STAY,0.86742526,NO,0%
C114305,LEAVE,LEAVE,0.42438766,YES,10%
C115382,STAY,STAY,0.68476963,NO,0%
C103827,STAY,STAY,0.93154764,NO,0%
C111628,STAY,STAY,0.5453952,NO,0%
C114788,STAY,STAY,0.97042245,NO,0%
C100053,LEAVE,LEAVE,0.38568604,YES,10%
C105491,LEAVE,LEAVE,0.4089015,YES,10%
C100078,LEAVE,STAY,0.52822053,NO,0%
C115140,LEAVE,LEAVE,0.2725393,YES,10%
C102620,STAY,LEAVE,0.41396818,YES,10%
C112012,STAY,STAY,0.56034863,NO,0%
C113351,STAY,STAY,0.9452499,NO,0%
C108114,LEAVE,STAY,0.51705116,NO,0%
C111716,LEAVE,STAY,0.757269,NO,0%
C100602,STAY,LEAVE,0.38187692,YES,10%
C102246,LEAVE,LEAVE,0.102921605,YES,5%
C102472,STAY,STAY,0.5214908,NO,0%
C100139,LEAVE,STAY,0.79425603,NO,0%
C108025,STAY,STAY,0.51465356,NO,0%
C107712,STAY,STAY,0.9303765,NO,0%
C108152,LEAVE,LEAVE,0.43179813,YES,10%
C110926,STAY,STAY,0.95518494,NO,0%
C103285,STAY,STAY,0.88786864,NO,0%
C104267,STAY,STAY,0.7042082,NO,0%
C109518,LEAVE,STAY,0.57398564,NO,0%
C112350,LEAVE,LEAVE,0.11406028,YES,5%
C102531,STAY,STAY,0.7575753,NO,0%
C107502,STAY,STAY,0.8461313,NO,0%
C100565,STAY,STAY,0.59442353,NO,0%
C108429,STAY,STAY,0.9363816,NO,0%
C104441,STAY,STAY,0.9815419,NO,0%
C107420,STAY,STAY,0.6141754,NO,0%
C103640,STAY,STAY,0.9790902,NO,0%
C102125,STAY,STAY,0.9065339,NO,0%
C113384,LEAVE,LEAVE,0.4841929,YES,10%
C102148,LEAVE,LEAVE,0.059306625,YES,5%
C100847,STAY,STAY,0.990995,NO,0%
C102346,STAY,STAY,0.7040538,NO,0%
C112214,STAY,STAY,0.7519899,NO,0%
C111768,STAY,STAY,0.5158573,NO,0%
C101298,STAY,STAY,0.79550934,NO,0%
C104664,LEAVE,LEAVE,0.43243474,YES,10%
C112692,STAY,STAY,0.9697511,NO,0%
C101271,LEAVE,LEAVE,0.10719058,YES,5%
C112473,STAY,STAY,0.8555879,NO,0%
C112981,LEAVE,LEAVE,0.036427774,YES,5%
C110121,STAY,STAY,0.94380426,NO,0%
C112280,STAY,STAY,0.8030053,NO,0%
C106200,STAY,STAY,0.87615514,NO,0%
C104767,LEAVE,LEAVE,0.11003585,YES,5%
C114732,STAY,STAY,0.94375324,NO,0%
C100551,LEAVE,LEAVE,0.19856006,YES,5%
C113728,STAY,STAY,0.80197686,NO,0%
C107861,LEAVE,LEAVE,0.4577943,YES,10%
C109683,STAY,STAY,0.8280174,NO,0%
C113210,STAY,STAY,0.99424225,NO,0%
C113736,STAY,STAY,0.836476,NO,0%
C110528,STAY,STAY,0.9689163,NO,0%
C107055,STAY,STAY,0.9221092,NO,0%
C109429,STAY,STAY,0.9354005,NO,0%
C111322,STAY,STAY,0.8387095,NO,0%
C115691,STAY,LEAVE,0.41864234,YES,10%
C111567,STAY,LEAVE,0.46745083,YES,10%
C102982,STAY,STAY,0.86855704,NO,0%
C113263,STAY,STAY,0.7109652,NO,0%
C109480,LEAVE,STAY,0.6801448,NO,0%
C110741,STAY,STAY,0.73782784,NO,0%
C107350,LEAVE,LEAVE,0.22174613,YES,5%
C103083,LEAVE,LEAVE,0.37445274,YES,10%
C112460,LEAVE,LEAVE,0.3130142,YES,10%
C108399,LEAVE,STAY,0.6205578,NO,0%
C104972,LEAVE,LEAVE,0.49154368,YES,10%
C104369,STAY,STAY,0.712443,NO,0%
C102468,STAY,STAY,0.9230852,NO,0%
C104361,STAY,STAY,0.94744563,NO,0%
C101795,STAY,STAY,0.8920163,NO,0%
C102109,LEAVE,LEAVE,0.23037769,YES,5%
C110207,STAY,STAY,0.57877856,NO,0%
C115142,LEAVE,STAY,0.59479433,NO,0%
C108534,STAY,STAY,0.9328612,NO,0%
C110309,STAY,STAY,0.58831054,NO,0%
C107468,STAY,LEAVE,0.43431032,YES,10%
C113209,LEAVE,LEAVE,0.29222903,YES,10%
C106143,STAY,STAY,0.9660592,NO,0%
C100601,LEAVE,LEAVE,0.15418625,YES,5%
C101995,STAY,STAY,0.8362777,NO,0%
C115892,STAY,STAY,0.9684941,NO,0%
C112036,LEAVE,LEAVE,0.097684294,YES,5%
C105407,STAY,STAY,0.893385,NO,0%
C111058,LEAVE,LEAVE,0.20343333,YES,5%
C115488,STAY,STAY,0.7411476,NO,0%
C100510,LEAVE,STAY,0.5402844,NO,0%
C104689,LEAVE,LEAVE,0.09577222,YES,5%
C107944,STAY,STAY,0.58328557,NO,0%
C112924,LEAVE,LEAVE,0.4368511,YES,10%
C108339,STAY,STAY,0.90997124,NO,0%
C114432,STAY,STAY,0.9156864,NO,0%
C106511,STAY,STAY,0.8509589,NO,0%
C107993,STAY,STAY,0.9497001,NO,0%
C108146,LEAVE,LEAVE,0.24530342,YES,5%
C105064,STAY,STAY,0.9426811,NO,0%
C111788,STAY,STAY,0.7890262,NO,0%
C110418,LEAVE,LEAVE,0.14747848,YES,5%
C109196,LEAVE,LEAVE,0.27319637,YES,10%
C102925,STAY,STAY,0.9318787,NO,0%
C114667,STAY,STAY,0.7491687,NO,0%
C109458,LEAVE,LEAVE,0.26714697,YES,10%
C100774,STAY,STAY,0.9580709,NO,0%
C115081,LEAVE,LEAVE,0.27692991,YES,10%
C111807,STAY,STAY,0.7496737,NO,0%
C109647,STAY,STAY,0.92160255,NO,0%
C114967,STAY,LEAVE,0.49861956,YES,10%
C104472,STAY,STAY,0.89619786,NO,0%
C114863,LEAVE,LEAVE,0.38662958,YES,10%
C115577,STAY,STAY,0.9651108,NO,0%
C115567,STAY,STAY,0.8803371,NO,0%
C100799,STAY,STAY,0.9249951,NO,0%
C113616,LEAVE,LEAVE,0.2701198,YES,10%
C100000,STAY,STAY,0.8666922,NO,0%
C108155,LEAVE,LEAVE,0.047846355,YES,5%
C105637,STAY,STAY,0.9200983,NO,0%
C105396,STAY,STAY,0.97319126,NO,0%
C109575,LEAVE,LEAVE,0.34815288,YES,10%
C102812,STAY,STAY,0.7704046,NO,0%
C111658,STAY,STAY,0.93615013,NO,0%
C103900,STAY,STAY,0.9200986,NO,0%
C103808,LEAVE,STAY,0.7736944,NO,0%
C101711,STAY,LEAVE,0.29016957,YES,10%
C103949,STAY,STAY,0.98435855,NO,0%
C103572,LEAVE,LEAVE,0.10489531,YES,5%
C106201,STAY,STAY,0.75918484,NO,0%
C103642,LEAVE,LEAVE,0.3616663,YES,10%
C112946,STAY,STAY,0.9194427,NO,0%
C101984,LEAVE,LEAVE,0.14194416,YES,5%
C111383,STAY,STAY,0.99610054,NO,0%
C105919,STAY,STAY,0.8617456,NO,0%
C108793,STAY,STAY,0.80214286,NO,0%
C107090,STAY,STAY,0.5074047,NO,0%
C105797,LEAVE,STAY,0.55505425,NO,0%
C113260,STAY,STAY,0.5915141,NO,0%
C110562,STAY,STAY,0.6288531,NO,0%
C103547,LEAVE,STAY,0.6761911,NO,0%
C104189,LEAVE,LEAVE,0.041313432,YES,5%
C104532,LEAVE,STAY,0.5851926,NO,0%
C102864,STAY,STAY,0.9149814,NO,0%
C100300,LEAVE,LEAVE,0.34757122,YES,10%
C112571,LEAVE,LEAVE,0.47064626,YES,10%
C113669,STAY,STAY,0.96668285,NO,0%
C108651,LEAVE,STAY,0.57334304,NO,0%
C106611,STAY,STAY,0.7069609,NO,0%
C111266,STAY,STAY,0.9482205,NO,0%
C114964,STAY,STAY,0.92726123,NO,0%
C109707,STAY,STAY,0.8351222,NO,0%
C109809,STAY,LEAVE,0.46632725,YES,10%
C107721,STAY,STAY,0.79545534,NO,0%
C110698,LEAVE,STAY,0.6415675,NO,0%
C100593,STAY,STAY,0.9026963,NO,0%
C113573,STAY,STAY,0.76715934,NO,0%
C101461,LEAVE,LEAVE,0.36328304,YES,10%
C110751,STAY,STAY,0.8765502,NO,0%
C105577,STAY,STAY,0.9166999,NO,0%
C109211,STAY,STAY,0.8773685,NO,0%
C110964,STAY,STAY,0.88623905,NO,0%
C109355,LEAVE,LEAVE,0.43655834,YES,10%
C114313,STAY,STAY,0.780182,NO,0%
C115823,LEAVE,LEAVE,0.3690785,YES,10%
C113818,LEAVE,LEAVE,0.464838,YES,10%
C103527,STAY,LEAVE,0.46063069,YES,10%
C107023,STAY,STAY,0.90244013,NO,0%
C108663,STAY,STAY,0.87191767,NO,0%
C108147,STAY,STAY,0.8961333,NO,0%
C106847,LEAVE,LEAVE,0.3468927,YES,10%
C115859,STAY,STAY,0.600722,NO,0%
C108604,STAY,STAY,0.9404113,NO,0%
C104890,STAY,STAY,0.983269,NO,0%
C114660,LEAVE,LEAVE,0.31268457,YES,10%
C103327,LEAVE,LEAVE,0.27844983,YES,10%
C115133,STAY,STAY,0.93519545,NO,0%
C114668,STAY,STAY,0.8310851,NO,0%
C112574,STAY,STAY,0.58467144,NO,0%
C100727,LEAVE,LEAVE,0.108882934,YES,5%
C100060,STAY,STAY,0.91019505,NO,0%
C112289,LEAVE,LEAVE,0.41031852,YES,10%
C100961,LEAVE,LEAVE,0.076476306,YES,5%
C105987,LEAVE,LEAVE,0.14427882,YES,5%
C115785,STAY,STAY,0.5931399,NO,0%
C102218,STAY,STAY,0.9771608,NO,0%
C108956,STAY,STAY,0.96662563,NO,0%
C107411,LEAVE,LEAVE,0.35476926,YES,10%
C109619,STAY,STAY,0.6995413,NO,0%
C113004,STAY,STAY,0.92383313,NO,0%
C109350,STAY,STAY,0.6304121,NO,0%
C103179,LEAVE,LEAVE,0.18013221,YES,5%
C113732,STAY,STAY,0.83936465,NO,0%
C114165,LEAVE,LEAVE,0.17299004,YES,5%
C108876,STAY,STAY,0.822247,NO,0%
C111952,LEAVE,LEAVE,0.42064577,YES,10%
C110862,STAY,STAY,0.5974884,NO,0%
C101066,STAY,STAY,0.9910048,NO,0%
C113592,LEAVE,LEAVE,0.3335702,YES,10%
C112631,STAY,STAY,0.9176565,NO,0%
C102688,STAY,STAY,0.9271773,NO,0%
C114893,LEAVE,STAY,0.5480104,NO,0%
C113289,STAY,STAY,0.9962153,NO,0%
C102710,STAY,STAY,0.6119227,NO,0%
C113374,STAY,STAY,0.83557755,NO,0%
C103145,LEAVE,LEAVE,0.0669303,YES,5%
C111599,LEAVE,LEAVE,0.046642505,YES,5%
C114489,STAY,STAY,0.56689745,NO,0%
C106937,LEAVE,LEAVE,0.41777325,YES,10%
C114695,STAY,STAY,0.59486353,NO,0%
C113409,STAY,STAY,0.6506503,NO,0%
C114818,STAY,STAY,0.7642011,NO,0%
C113556,LEAVE,LEAVE,0.10145633,YES,5%
C102337,LEAVE,LEAVE,0.3018234,YES,10%
C115392,STAY,STAY,0.79058874,NO,0%
C109079,STAY,STAY,0.7153445,NO,0%
C102536,STAY,STAY,0.96709263,NO,0%
C113239,STAY,STAY,0.9772536,NO,0%
C108088,STAY,STAY,0.9023152,NO,0%
C110174,STAY,STAY,0.8867355,NO,0%
C107098,STAY,STAY,0.96276027,NO,0%
C102709,LEAVE,STAY,0.8219051,NO,0%
C112322,LEAVE,LEAVE,0.2577123,YES,10%
C107766,LEAVE,LEAVE,0.3834326,YES,10%
C115290,LEAVE,STAY,0.91254777,NO,0%
C111479,STAY,STAY,0.6574413,NO,0%
C103424,STAY,STAY,0.9843463,NO,0%
C100242,STAY,STAY,0.5758419,NO,0%
C102113,LEAVE,STAY,0.5468219,NO,0%
C100236,LEAVE,STAY,0.6481917,NO,0%
C102223,LEAVE,LEAVE,0.08846991,YES,5%
C107423,LEAVE,LEAVE,0.10279873,YES,5%
C111836,STAY,STAY,0.9192053,NO,0%
C113530,STAY,STAY,0.7042485,NO,0%
C101040,STAY,STAY,0.7000679,NO,0%
C112942,STAY,STAY,0.95737284,NO,0%
C112476,STAY,STAY,0.9396202,NO,0%
C111490,STAY,STAY,0.8980462,NO,0%
C104741,LEAVE,LEAVE,0.36213878,YES,10%
C107640,STAY,STAY,0.9571891,NO,0%
C112500,LEAVE,LEAVE,0.25034723,YES,10%
C113967,LEAVE,LEAVE,0.11489257,YES,5%
C106260,STAY,STAY,0.9291376,NO,0%
C115023,STAY,STAY,0.9525547,NO,0%
C112058,LEAVE,LEAVE,0.39260504,YES,10%
C110780,STAY,STAY,0.8053233,NO,0%
C103383,STAY,STAY,0.8413254,NO,0%
C106699,STAY,STAY,0.94522464,NO,0%
C106809,LEAVE,STAY,0.73828286,NO,0%
C113269,STAY,STAY,0.8695431,NO,0%
C101477,STAY,STAY,0.8405034,NO,0%
C102010,LEAVE,LEAVE,0.25391567,YES,10%
C112109,STAY,STAY,0.9311507,NO,0%
C109538,LEAVE,LEAVE,0.03647702,YES,5%
C113791,STAY,LEAVE,0.46283722,YES,10%
C111745,STAY,STAY,0.90663207,NO,0%
C113762,STAY,STAY,0.9225843,NO,0%
C113934,STAY,STAY,0.9569813,NO,0%
C102862,LEAVE,LEAVE,0.15068613,YES,5%
C107550,STAY,STAY,0.84362566,NO,0%
C109481,LEAVE,LEAVE,0.2114193,YES,5%
C105110,LEAVE,STAY,0.69592345,NO,0%
C109354,LEAVE,LEAVE,0.24365458,YES,5%
C103751,STAY,STAY,0.7979106,NO,0%
C109080,STAY,STAY,0.90942055,NO,0%
C108517,LEAVE,LEAVE,0.47530234,YES,10%
C113547,STAY,STAY,0.83589405,NO,0%
C103908,STAY,STAY,0.81818956,NO,0%
C111779,STAY,STAY,0.96388453,NO,0%
C108903,STAY,STAY,0.93422043,NO,0%
C105781,LEAVE,LEAVE,0.1432618,YES,5%
C104061,STAY,STAY,0.8763706,NO,0%
C111773,STAY,STAY,0.8910534,NO,0%
C111715,STAY,STAY,0.87331545,NO,0%
C114218,STAY,STAY,0.9269639,NO,0%
C100608,LEAVE,LEAVE,0.015512151,YES,5%
C111382,LEAVE,STAY,0.5964977,NO,0%
C102233,STAY,STAY,0.9461381,NO,0%
C100815,LEAVE,STAY,0.8060481,NO,0%
C101417,LEAVE,LEAVE,0.41495872,YES,10%
C100074,STAY,STAY,0.93725765,NO,0%
C113582,LEAVE,LEAVE,0.2739641,YES,10%
C103559,STAY,STAY,0.7397365,NO,0%
C113898,STAY,STAY,0.7560259,NO,0%
C103804,STAY,STAY,0.5004863,NO,0%
C109477,LEAVE,LEAVE,0.31721544,YES,10%
C106296,STAY,STAY,0.91876537,NO,0%
C110365,STAY,STAY,0.9288793,NO,0%
C102129,STAY,STAY,0.65718174,NO,0%
C112902,STAY,STAY,0.65312517,NO,0%
C104248,STAY,STAY,0.6736382,NO,0%
C100983,STAY,STAY,0.6816305,NO,0%
C108186,STAY,LEAVE,0.49314052,YES,10%
C113119,STAY,STAY,0.99357986,NO,0%
C115684,STAY,STAY,0.77715445,NO,0%
C112277,STAY,STAY,0.6137545,NO,0%
C106174,STAY,STAY,0.7524444,NO,0%
C103467,LEAVE,LEAVE,0.35315213,YES,10%
C105451,STAY,STAY,0.8860769,NO,0%
C106368,STAY,STAY,0.74053234,NO,0%
C104349,LEAVE,LEAVE,0.14797755,YES,5%
C109286,STAY,LEAVE,0.44609445,YES,10%
C101905,STAY,STAY,0.5961475,NO,0%
C115052,STAY,STAY,0.9402302,NO,0%
C107623,STAY,STAY,0.9456161,NO,0%
C108431,STAY,STAY,0.7737672,NO,0%
C102530,STAY,STAY,0.98188585,NO,0%
C109163,LEAVE,LEAVE,0.17535934,YES,5%
C107036,LEAVE,LEAVE,0.49486342,YES,10%
C104330,STAY,STAY,0.6924796,NO,0%
C107339,STAY,STAY,0.8961104,NO,0%
C105951,LEAVE,LEAVE,0.2791163,YES,10%
C113910,STAY,LEAVE,0.36418158,YES,10%
C104337,LEAVE,LEAVE,0.055372074,YES,5%
C104049,LEAVE,LEAVE,0.2561714,YES,10%
C115748,STAY,STAY,0.98843575,NO,0%
C110667,STAY,STAY,0.7807487,NO,0%
C107454,STAY,STAY,0.98039204,NO,0%
C100150,LEAVE,STAY,0.63367695,NO,0%
C111512,STAY,STAY,0.9504615,NO,0%
C114286,STAY,STAY,0.9481069,NO,0%
C108031,STAY,STAY,0.79856825,NO,0%
C106595,STAY,STAY,0.96931845,NO,0%
C110075,STAY,STAY,0.93399686,NO,0%
C103990,STAY,STAY,0.86893064,NO,0%
C102438,STAY,STAY,0.99691284,NO,0%
C109662,STAY,STAY,0.82344127,NO,0%
C114604,STAY,STAY,0.9872307,NO,0%
C109323,STAY,STAY,0.8510814,NO,0%
C105664,STAY,STAY,0.9654467,NO,0%
C105010,LEAVE,LEAVE,0.47382867,YES,10%
C110454,STAY,STAY,0.8283939,NO,0%
C103437,STAY,STAY,0.8773337,NO,0%
C103376,STAY,STAY,0.63915753,NO,0%
C104281,STAY,STAY,0.99264705,NO,0%
C106484,STAY,STAY,0.9001882,NO,0%
C104896,STAY,STAY,0.87280107,NO,0%
C100402,LEAVE,LEAVE,0.22942854,YES,5%
C110337,STAY,STAY,0.82453376,NO,0%
C110486,STAY,STAY,0.7118155,NO,0%
C112916,LEAVE,STAY,0.53068835,NO,0%
C107182,LEAVE,LEAVE,0.19828273,YES,5%
C105709,STAY,STAY,0.90201074,NO,0%
C105722,STAY,STAY,0.8092225,NO,0%
C113268,LEAVE,LEAVE,0.09058553,YES,5%
C108575,STAY,STAY,0.9809838,NO,0%
C115653,STAY,STAY,0.977705,NO,0%
C114098,STAY,STAY,0.95715106,NO,0%
C109292,STAY,STAY,0.6088713,NO,0%
C107319,STAY,STAY,0.86202973,NO,0%
C100461,STAY,STAY,0.9571916,NO,0%
C101487,LEAVE,LEAVE,0.1831801,YES,5%
C112238,STAY,STAY,0.91154253,NO,0%
C106021,LEAVE,LEAVE,0.15802169,YES,5%
C115972,STAY,STAY,0.97793406,NO,0%
C114022,LEAVE,STAY,0.60041714,NO,0%
C107714,STAY,STAY,0.8270181,NO,0%
C100021,LEAVE,LEAVE,0.16847853,YES,5%
C105644,STAY,STAY,0.98424625,NO,0%
C108507,STAY,STAY,0.9452857,NO,0%
C114036,LEAVE,LEAVE,0.22551413,YES,5%
C104556,STAY,STAY,0.79073644,NO,0%
C109985,LEAVE,STAY,0.60944647,NO,0%
C100690,STAY,STAY,0.8434488,NO,0%
C113807,STAY,STAY,0.87390727,NO,0%
C114541,STAY,STAY,0.6706535,NO,0%
C114632,LEAVE,STAY,0.54859143,NO,0%
C108730,LEAVE,LEAVE,0.0903059,YES,5%
C110122,LEAVE,LEAVE,0.30896977,YES,10%
C104644,STAY,STAY,0.8283778,NO,0%
C103049,STAY,STAY,0.9775508,NO,0%
C110595,STAY,STAY,0.8482224,NO,0%
C108227,STAY,STAY,0.9557601,NO,0%
C101807,STAY,STAY,0.9634473,NO,0%
C105419,STAY,STAY,0.7666299,NO,0%
C108063,LEAVE,LEAVE,0.14365728,YES,5%
C103517,LEAVE,LEAVE,0.411551,YES,10%
C100870,STAY,LEAVE,0.2797062,YES,10%
C108685,LEAVE,LEAVE,0.22652218,YES,5%
C109158,LEAVE,LEAVE,0.28294024,YES,10%
C107954,STAY,STAY,0.8022276,NO,0%
C110707,STAY,LEAVE,0.35446385,YES,10%
C106117,LEAVE,STAY,0.71951824,NO,0%
C103534,LEAVE,LEAVE,0.017215438,YES,5%
C111887,LEAVE,LEAVE,0.15176618,YES,5%
C100371,STAY,STAY,0.8195452,NO,0%
C112711,LEAVE,LEAVE,0.42633098,YES,10%
C105131,LEAVE,STAY,0.73713213,NO,0%
C101494,LEAVE,LEAVE,0.1300595,YES,5%
C101278,LEAVE,LEAVE,0.18080416,YES,5%
C112905,LEAVE,LEAVE,0.16081117,YES,5%
C105717,LEAVE,LEAVE,0.28102326,YES,10%
C102291,STAY,STAY,0.73953825,NO,0%
C115154,LEAVE,LEAVE,0.19913988,YES,5%
C109162,LEAVE,LEAVE,0.24211057,YES,5%
C110574,LEAVE,LEAVE,0.26909798,YES,10%
C114809,LEAVE,LEAVE,0.3187511,YES,10%
C100719,STAY,STAY,0.9677247,NO,0%
C106159,STAY,STAY,0.99167144,NO,0%
C110123,LEAVE,LEAVE,0.049288813,YES,5%
C111458,LEAVE,LEAVE,0.26627788,YES,10%
C110913,LEAVE,LEAVE,0.3850164,YES,10%
C108050,LEAVE,STAY,0.736849,NO,0%
C107650,LEAVE,LEAVE,0.4395841,YES,10%
C113777,LEAVE,LEAVE,0.42233112,YES,10%
C114490,STAY,LEAVE,0.3707432,YES,10%
C103718,STAY,STAY,0.8607135,NO,0%
C113414,STAY,STAY,0.9069094,NO,0%
C100364,STAY,STAY,0.97643197,NO,0%
C106820,STAY,LEAVE,0.4852919,YES,10%
C108352,STAY,LEAVE,0.32991698,YES,10%
C110732,LEAVE,LEAVE,0.04780339,YES,5%
C110082,STAY,STAY,0.9918057,NO,0%
C100907,STAY,STAY,0.82985735,NO,0%
C103030,STAY,STAY,0.8638241,NO,0%
C113584,LEAVE,LEAVE,0.4529665,YES,10%
C104999,STAY,STAY,0.8931521,NO,0%
C108394,STAY,STAY,0.8392043,NO,0%
C101059,STAY,STAY,0.9741726,NO,0%
C100249,STAY,STAY,0.8213819,NO,0%
C105449,STAY,STAY,0.8982287,NO,0%
C114048,LEAVE,LEAVE,0.100992925,YES,5%
C110236,LEAVE,STAY,0.61028296,NO,0%
C105197,LEAVE,LEAVE,0.31720582,YES,10%
C100278,STAY,LEAVE,0.1144141,YES,5%
C112558,LEAVE,LEAVE,0.24074303,YES,5%
C105327,LEAVE,LEAVE,0.06276472,YES,5%
C104889,STAY,STAY,0.9221485,NO,0%
C107995,STAY,STAY,0.60654676,NO,0%
C105961,LEAVE,LEAVE,0.25291768,YES,10%
C106755,STAY,STAY,0.76752496,NO,0%
C111016,STAY,STAY,0.75012183,NO,0%
C113123,STAY,STAY,0.9919011,NO,0%
C113066,LEAVE,LEAVE,0.08002473,YES,5%
C102315,LEAVE,LEAVE,0.18251039,YES,5%
C100976,STAY,STAY,0.6801409,NO,0%
C108016,LEAVE,LEAVE,0.17423743,YES,5%
C113608,STAY,STAY,0.65404516,NO,0%
C104495,STAY,STAY,0.78901803,NO,0%
C108144,LEAVE,LEAVE,0.41432172,YES,10%
C110273,STAY,LEAVE,0.45591906,YES,10%
C114862,LEAVE,STAY,0.62427723,NO,0%
C108980,STAY,STAY,0.90999,NO,0%
C115294,STAY,STAY,0.9953353,NO,0%
C106279,LEAVE,LEAVE,0.38265085,YES,10%
C110882,LEAVE,LEAVE,0.078050986,YES,5%
C104687,STAY,STAY,0.9178602,NO,0%
C112020,STAY,STAY,0.9610943,NO,0%
C105670,STAY,STAY,0.94718516,NO,0%
C106239,STAY,STAY,0.9030059,NO,0%
C110767,STAY,STAY,0.8717183,NO,0%
C106924,STAY,STAY,0.8685168,NO,0%
C102045,STAY,STAY,0.8879175,NO,0%
C110492,STAY,STAY,0.81206673,NO,0%
C115728,LEAVE,LEAVE,0.23144898,YES,5%
C109058,LEAVE,STAY,0.5790643,NO,0%
C108232,STAY,STAY,0.95008594,NO,0%
C109107,STAY,STAY,0.9929263,NO,0%
C114802,LEAVE,STAY,0.68761915,NO,0%
C114630,STAY,STAY,0.7680638,NO,0%
C105592,LEAVE,LEAVE,0.21150307,YES,5%
C112019,STAY,LEAVE,0.49550042,YES,10%
C112603,STAY,STAY,0.99403447,NO,0%
C103338,STAY,LEAVE,0.45960724,YES,10%
C113114,STAY,STAY,0.90968585,NO,0%
C106110,STAY,STAY,0.9203139,NO,0%
C101697,STAY,STAY,0.9133317,NO,0%
C111676,STAY,STAY,0.74416673,NO,0%
C111975,LEAVE,LEAVE,0.16656156,YES,5%
C114524,STAY,STAY,0.98399323,NO,0%
C108084,LEAVE,LEAVE,0.17045186,YES,5%
C105207,STAY,STAY,0.89830667,NO,0%
C110283,STAY,STAY,0.94746596,NO,0%
C111696,STAY,STAY,0.8084198,NO,0%
C108900,STAY,STAY,0.7015548,NO,0%
C101326,STAY,STAY,0.74017733,NO,0%
C108642,STAY,STAY,0.84060985,NO,0%
C111858,STAY,STAY,0.9704295,NO,0%
C111317,LEAVE,STAY,0.82984626,NO,0%
C107061,STAY,STAY,0.8146276,NO,0%
C107088,LEAVE,LEAVE,0.2528506,YES,10%
C112113,STAY,STAY,0.8980646,NO,0%
C108417,STAY,STAY,0.95606077,NO,0%
C115965,STAY,STAY,0.57606673,NO,0%
C114106,LEAVE,LEAVE,0.31915843,YES,10%
C111691,STAY,STAY,0.8786579,NO,0%
C109161,LEAVE,LEAVE,0.3494715,YES,10%
C111656,STAY,STAY,0.97923857,NO,0%
C113164,LEAVE,LEAVE,0.17594463,YES,5%
C105756,STAY,STAY,0.9909661,NO,0%
C112348,STAY,LEAVE,0.41702884,YES,10%
C102428,STAY,STAY,0.8248358,NO,0%
C101481,LEAVE,LEAVE,0.3922923,YES,10%
C104331,STAY,STAY,0.8335472,NO,0%
C106917,LEAVE,LEAVE,0.18758585,YES,5%
C102425,STAY,STAY,0.8932439,NO,0%
C110822,LEAVE,LEAVE,0.21308506,YES,5%
C114042,STAY,STAY,0.95590234,NO,0%
C112501,LEAVE,LEAVE,0.09342027,YES,5%
C109524,LEAVE,LEAVE,0.031381972,YES,5%
C104984,LEAVE,LEAVE,0.4214349,YES,10%
C100141,LEAVE,STAY,0.5261493,NO,0%
C100597,STAY,STAY,0.9426061,NO,0%
C105804,STAY,STAY,0.96334743,NO,0%
C110867,LEAVE,LEAVE,0.119446754,YES,5%
C109908,LEAVE,LEAVE,0.048966296,YES,5%
C110504,LEAVE,LEAVE,0.039784715,YES,5%
C102305,STAY,LEAVE,0.3960875,YES,10%
C102127,STAY,STAY,0.794254,NO,0%
C112410,STAY,STAY,0.5564325,NO,0%
C111070,STAY,STAY,0.66831905,NO,0%
C101463,STAY,STAY,0.92207015,NO,0%
C110856,STAY,STAY,0.8525919,NO,0%
C114628,STAY,STAY,0.85452545,NO,0%
C104145,STAY,STAY,0.9698766,NO,0%
C109460,LEAVE,STAY,0.7215816,NO,0%
C115239,STAY,STAY,0.8661872,NO,0%
C102382,STAY,LEAVE,0.1343867,YES,5%
